FacilityType,Risk_Clean,Zip_Clean,Month,InspectionType_Clean,Result_Clean
1,2,55,11,2,1
1,1,29,11,2,0
9,3,11,11,4,1
2,3,9,11,2,2
2,3,7,11,2,0
2,3,33,11,4,2
2,3,19,11,4,1
1,2,20,11,2,1
2,3,60,11,2,1
2,3,47,11,4,0
2,3,54,11,2,4
2,3,16,11,2,0
2,3,28,11,5,0
2,3,24,11,2,1
27,2,13,9,3,1
2,3,22,11,2,2
2,3,53,11,1,1
2,2,55,11,2,6
2,3,41,11,4,1
2,3,53,11,1,1
2,3,53,11,1,1
13,1,53,11,1,0
4,3,5,11,4,1
2,3,53,11,1,1
15,3,37,11,5,1
2,3,35,11,5,1
2,3,53,11,1,1
2,3,53,11,1,1
2,2,27,11,2,0
2,3,20,11,4,1
2,3,14,11,4,2
2,2,49,11,4,1
2,3,53,11,1,2
9,2,24,11,1,1
13,1,53,11,1,1
2,3,29,9,2,4
2,3,53,11,1,1
4,3,8,11,4,1
2,3,54,11,2,4
2,3,12,11,4,1
2,3,21,11,2,0
2,3,33,11,2,2
1,1,22,11,8,1
24,1,28,11,1,1
4,3,34,11,6,1
2,3,53,11,1,1
1,3,42,11,7,0
2,3,19,11,4,1
2,3,54,11,4,1
2,3,7,11,4,1
2,3,3,11,4,1
1,3,14,11,2,1
2,3,9,11,2,0
6,3,40,11,1,1
2,3,54,11,1,1
4,3,21,11,2,2
2,3,54,11,2,4
2,3,30,11,8,1
2,3,29,11,2,0
4,3,29,11,2,2
2,2,7,11,4,1
15,3,14,11,2,1
9,2,41,11,2,1
1,2,19,11,2,6
2,3,20,11,4,1
2,3,24,11,2,4
2,2,53,11,4,1
2,2,10,11,2,1
1,2,9,11,2,1
2,2,53,9,2,1
2,3,24,11,2,2
2,3,7,11,8,1
3,3,49,11,2,1
2,2,10,11,2,0
2,2,26,11,2,6
7,3,5,11,2,4
2,3,41,11,1,1
2,2,19,11,2,6
2,3,37,11,2,1
1,1,40,11,2,4
2,3,35,11,4,1
2,3,49,11,2,2
1,2,23,11,2,4
2,2,24,11,2,6
1,2,10,11,2,4
2,2,28,11,2,2
2,3,13,11,2,1
2,3,20,11,2,0
2,3,14,11,2,1
2,2,53,11,4,0
1,1,40,11,1,1
1,3,10,11,4,1
2,2,6,11,2,1
2,3,19,11,4,1
2,3,23,11,5,6
1,2,52,11,2,1
2,2,33,11,2,1
2,2,35,11,2,1
2,2,8,11,2,1
2,3,12,11,4,0
2,3,54,11,2,1
2,3,4,11,2,1
2,2,57,11,2,1
2,2,47,11,2,1
2,3,21,11,2,1
1,2,6,11,1,5
2,3,27,11,2,0
2,2,6,11,2,4
2,3,19,11,2,0
6,3,36,11,4,2
2,3,14,11,6,1
2,2,33,11,2,2
2,3,41,11,2,0
9,3,55,11,2,1
2,3,54,11,2,1
2,2,6,11,1,1
7,3,24,11,1,1
214,2,21,11,2,4
27,3,22,11,5,1
1,2,47,11,2,1
2,3,7,11,2,0
2,3,9,11,2,1
2,3,49,11,2,1
2,3,10,11,4,2
2,3,20,11,2,1
2,3,13,11,2,1
2,2,45,11,5,0
2,3,20,11,2,4
2,3,57,11,2,1
2,3,20,11,2,6
2,3,23,11,2,0
15,3,9,11,2,1
71,2,50,11,5,2
2,3,21,11,5,2
2,3,28,11,2,1
2,3,21,11,2,6
9,1,7,11,1,5
5,3,37,11,4,1
2,3,53,11,6,0
7,3,39,11,2,0
2,3,14,11,2,1
2,3,52,11,4,1
1,2,31,11,5,2
2,2,28,11,2,1
2,3,55,11,2,1
2,3,41,11,2,0
2,2,49,11,2,1
2,3,18,11,4,1
2,2,6,11,6,0
1,2,47,11,2,1
2,3,54,11,2,1
1,2,36,11,2,0
2,2,56,11,2,2
1,2,8,11,2,0
2,3,10,11,1,1
2,3,14,11,2,1
1,3,30,11,6,1
2,3,16,8,2,4
2,2,57,11,2,2
1,3,14,11,2,4
5,1,24,11,1,1
2,3,10,11,2,4
2,3,21,11,2,1
9,2,35,11,2,0
7,3,39,11,2,1
2,3,52,11,5,0
2,3,16,8,2,6
2,2,9,11,2,0
2,3,20,11,2,1
1,1,3,11,2,1
2,2,28,11,1,0
5,3,19,11,1,1
11,3,45,11,1,0
2,3,15,8,3,1
2,2,7,11,2,0
6,3,37,11,4,0
2,3,53,11,2,1
2,3,49,11,1,6
2,3,46,11,2,1
2,3,23,11,2,0
1,2,33,11,2,2
2,3,12,11,2,1
1,1,33,11,1,5
2,3,54,11,2,1
27,3,32,11,2,4
2,3,22,11,2,1
1,2,47,11,2,1
1,2,6,11,6,1
1,3,8,11,4,1
90,3,60,11,2,1
1,2,55,11,2,1
41,1,26,11,2,0
1,3,14,11,2,1
7,3,24,11,1,1
2,3,29,11,3,1
2,2,4,11,2,6
2,3,10,11,6,1
6,3,45,11,2,6
2,2,4,11,2,6
2,3,20,11,4,1
2,3,41,11,1,1
2,3,11,11,4,1
2,3,41,11,2,4
2,2,31,11,1,1
2,3,41,11,2,4
2,3,7,11,2,1
2,2,57,11,2,0
2,3,16,11,4,0
2,3,50,11,4,1
9,2,53,11,4,1
2,3,19,11,2,0
2,3,25,11,4,1
2,2,28,11,2,1
2,3,14,11,2,1
2,3,52,11,6,1
2,3,20,11,4,1
2,2,10,11,2,4
4,3,22,11,5,0
2,3,13,11,2,1
2,2,35,11,5,1
2,3,12,11,2,0
9,2,4,11,2,0
2,2,47,11,2,1
2,3,23,11,5,0
2,3,27,11,2,1
2,3,53,11,5,6
2,2,56,11,2,1
2,2,36,11,2,0
7,3,24,11,1,1
2,3,16,11,4,1
2,3,53,11,4,1
2,3,54,11,2,2
2,2,30,11,2,1
1,3,31,11,2,1
2,3,54,11,2,1
4,3,26,9,2,1
121,3,21,11,4,2
2,3,30,11,2,1
2,3,18,11,2,1
2,3,30,11,2,1
2,3,35,11,2,0
2,3,30,11,2,1
9,2,4,11,4,1
2,3,9,11,2,1
1,3,8,11,2,2
2,2,1,11,2,0
2,3,45,11,1,1
2,3,20,11,4,1
1,2,36,11,2,4
2,3,7,11,8,1
2,2,28,11,2,1
4,3,5,11,4,1
2,3,41,11,2,1
2,3,19,11,2,0
2,2,38,11,2,2
2,3,14,11,2,0
215,2,38,11,2,4
1,2,47,11,2,1
2,2,43,11,2,1
2,2,47,11,2,4
2,3,10,11,5,0
1,3,54,11,2,1
1,2,36,8,5,0
2,3,1,11,8,1
2,3,27,11,1,1
1,1,6,11,2,4
7,3,4,11,2,1
2,2,6,11,2,6
216,2,31,11,2,4
2,3,12,11,2,0
4,3,20,11,4,1
6,3,18,11,2,4
2,3,16,11,2,0
2,3,22,11,2,1
2,3,13,11,2,0
5,3,18,11,2,6
2,2,57,11,2,1
2,2,28,11,2,1
2,3,56,11,2,1
1,2,41,11,4,1
2,3,18,11,4,1
7,3,24,11,1,1
4,3,45,11,2,1
2,2,47,11,2,1
6,3,29,11,2,4
2,3,42,11,3,1
1,3,25,11,2,2
2,3,9,11,8,1
1,2,7,11,2,0
1,1,23,11,1,5
1,1,4,11,1,1
49,3,14,11,2,1
2,2,35,11,2,0
2,3,53,11,2,0
2,2,36,11,2,0
169,2,28,11,1,1
1,1,22,11,5,0
2,2,43,11,2,1
2,2,57,11,2,1
1,2,31,11,2,0
2,2,56,11,2,2
1,2,37,11,6,1
2,2,19,11,2,6
2,3,16,11,2,1
2,2,6,11,2,0
2,2,20,11,2,2
2,3,41,11,4,1
2,3,19,11,2,0
2,3,23,11,2,0
2,3,9,8,4,1
2,3,12,11,2,0
1,3,24,11,5,1
1,1,47,11,6,0
2,3,46,11,8,1
4,3,26,11,8,1
2,3,14,11,2,2
2,2,31,11,2,4
2,3,18,11,2,0
4,3,45,11,4,1
2,2,25,11,6,1
9,2,35,11,2,1
1,2,8,11,2,0
31,3,29,11,2,4
7,3,14,11,2,1
1,1,6,11,1,1
2,3,58,11,2,0
2,2,55,11,2,2
2,2,58,11,2,4
2,3,42,11,3,1
2,3,57,11,2,2
2,3,19,11,4,1
5,3,47,11,4,1
2,2,14,11,5,1
9,2,31,11,2,4
1,1,28,8,2,4
1,2,36,11,4,6
1,2,53,11,2,1
2,3,26,11,2,1
0,1,20,11,2,4
2,2,58,11,2,0
2,3,18,11,2,0
2,2,58,11,2,6
5,3,37,11,2,0
2,2,52,11,2,0
2,3,55,11,2,1
2,2,31,11,2,1
2,3,35,11,5,0
2,2,31,11,2,4
1,3,36,11,5,2
7,3,14,11,2,1
2,2,53,11,2,2
2,2,6,11,4,1
1,2,13,11,2,1
6,3,37,11,2,1
2,3,35,11,4,1
1,1,27,11,1,0
2,3,16,11,2,0
27,3,35,8,2,6
2,3,22,11,2,1
2,3,18,11,2,1
2,2,28,11,2,2
5,3,37,11,2,1
2,3,54,11,2,1
6,3,40,11,2,1
2,3,16,11,2,1
2,3,37,11,2,1
2,2,29,11,2,0
2,3,35,11,2,1
1,2,6,11,2,2
1,2,31,11,2,1
217,3,58,11,2,4
1,2,30,11,2,2
1,1,4,7,2,4
1,1,18,11,1,0
1,2,53,11,4,1
2,3,8,11,2,0
1,1,22,11,4,1
1,2,39,11,1,5
4,3,26,11,2,1
2,3,12,11,2,1
2,2,46,11,2,1
2,3,21,11,4,1
2,3,33,11,2,1
2,3,35,11,2,5
2,3,16,11,5,1
2,3,52,11,2,4
1,1,25,11,2,1
2,3,50,11,2,1
2,2,1,11,4,1
1,3,52,11,2,0
2,3,33,11,2,1
2,3,57,11,2,1
2,3,30,11,2,1
2,3,28,11,1,1
1,2,45,11,4,1
2,3,7,11,2,0
1,2,39,11,2,0
2,2,6,11,6,2
24,1,20,11,5,0
2,3,3,7,1,1
24,1,9,11,8,1
2,2,49,11,2,0
1,2,42,11,3,1
2,2,11,11,2,6
2,3,47,11,2,0
2,2,24,11,2,1
2,3,53,11,5,1
2,3,54,11,5,0
2,3,8,11,2,2
2,3,36,11,5,0
2,2,11,11,2,6
2,1,25,11,5,1
2,3,33,11,4,1
2,2,10,11,2,2
1,2,35,11,4,1
1,1,14,11,1,6
2,3,53,11,2,6
2,2,9,7,2,4
2,3,16,11,2,0
2,3,12,11,2,0
1,1,50,11,1,1
1,1,50,11,1,1
2,2,20,11,2,6
2,3,9,11,8,1
2,3,60,11,2,1
2,3,14,11,2,2
2,2,21,11,4,1
2,3,12,11,2,4
0,1,20,11,2,4
2,3,41,11,2,0
2,3,46,11,1,5
2,3,35,11,5,0
12,1,8,11,1,1
30,2,22,11,8,1
2,3,57,11,2,1
2,2,28,11,2,1
2,3,8,11,2,6
2,3,16,11,4,1
2,3,3,7,1,1
2,3,33,11,2,2
2,3,41,11,2,0
2,3,54,11,2,1
4,3,39,11,2,0
1,2,24,11,2,1
2,3,7,11,4,1
2,3,10,11,8,1
2,3,50,11,2,1
2,2,43,11,2,0
2,2,10,11,2,6
2,3,18,11,2,0
2,3,14,11,5,1
2,3,46,11,2,0
2,3,47,11,2,1
30,2,22,11,8,1
30,2,62,11,3,1
2,2,22,11,6,1
2,3,3,7,1,1
1,2,9,11,2,1
2,3,30,11,2,1
2,2,53,11,2,2
2,3,20,11,4,1
2,3,35,11,4,1
2,3,50,11,2,1
2,3,16,11,2,0
2,3,25,11,2,1
4,3,29,11,4,1
2,3,28,11,1,1
2,3,12,11,2,2
2,3,21,11,2,0
2,3,41,11,2,1
2,3,18,11,4,1
7,3,14,11,2,1
2,3,28,11,1,1
2,3,3,7,1,1
1,2,24,11,2,1
1,3,47,11,2,1
2,3,9,11,2,1
2,3,30,11,2,0
2,2,7,11,2,0
9,3,11,11,2,0
0,FALSE,7,11,1,5
2,3,26,7,2,4
2,3,20,11,2,1
2,3,54,11,2,1
1,2,43,11,2,1
2,3,10,11,4,2
1,3,47,11,2,1
4,3,5,11,4,1
2,3,13,11,8,1
9,2,53,11,4,1
1,1,39,11,1,1
5,3,37,10,2,1
7,3,60,11,1,1
1,2,22,11,4,1
2,3,16,11,4,1
1,1,29,11,1,1
2,2,12,11,8,2
1,1,39,11,4,1
2,3,33,11,2,2
2,3,33,10,2,1
2,3,25,7,4,1
2,3,8,11,2,0
7,3,26,11,2,1
2,3,25,11,4,1
1,1,29,11,2,4
2,3,35,11,2,0
7,3,24,11,1,1
9,2,29,11,4,1
2,3,41,10,2,1
2,2,40,10,1,1
2,3,42,10,1,0
2,3,34,10,4,1
2,3,20,10,2,0
2,3,28,10,6,1
1,2,39,10,2,1
2,3,16,10,2,0
2,3,12,10,1,5
2,2,41,10,1,1
2,3,41,10,2,1
2,2,30,10,2,0
1,1,15,10,4,1
193,2,30,10,2,4
2,3,12,10,2,1
2,3,3,10,4,1
2,2,59,10,4,1
11,3,47,10,1,1
2,3,8,10,2,1
2,2,6,10,2,6
1,1,24,10,8,1
2,2,13,10,2,1
2,3,54,10,2,2
2,2,21,10,2,1
1,1,24,10,2,1
2,3,42,10,2,4
2,3,33,10,2,0
27,3,3,10,4,1
2,3,42,10,2,4
1,2,39,10,2,2
2,3,20,10,2,0
2,3,54,10,2,1
2,3,31,10,2,1
3,3,26,10,4,1
2,3,21,10,3,1
2,3,20,10,2,6
2,3,8,10,2,6
2,3,19,10,2,0
2,3,20,10,2,6
2,3,28,10,5,1
1,2,38,10,3,1
2,3,16,10,2,0
2,2,30,10,2,1
4,3,45,10,2,1
2,3,3,10,2,0
1,2,6,10,2,0
2,3,24,10,1,1
2,3,8,10,2,0
7,3,39,10,2,1
4,3,5,10,2,0
5,3,37,10,2,1
2,3,2,10,2,1
2,3,12,10,2,1
2,3,21,10,2,0
2,2,14,10,1,1
3,3,26,10,4,1
5,3,6,10,2,1
2,3,41,10,2,0
2,3,31,10,3,1
2,3,54,10,2,1
4,3,39,10,2,0
2,3,30,10,2,1
2,2,33,10,2,1
2,3,33,7,4,1
9,3,53,10,2,2
2,3,16,10,4,1
2,2,49,10,2,1
4,3,23,10,4,1
4,3,45,10,2,1
6,3,37,10,2,1
2,3,28,10,5,2
1,2,45,10,4,6
2,3,20,10,2,0
1,3,19,10,2,0
2,3,16,10,4,1
2,2,13,10,2,1
1,3,22,10,4,1
2,3,24,10,1,1
2,3,12,10,2,1
2,3,54,10,2,4
4,3,31,10,4,1
9,2,29,10,4,1
2,3,33,10,2,2
4,3,5,10,2,1
2,3,7,10,2,1
4,3,29,10,4,0
2,3,26,10,1,1
4,3,8,10,2,2
6,3,6,10,2,2
2,2,35,10,4,1
5,3,16,10,4,1
1,1,18,10,2,2
1,2,23,10,4,1
9,2,29,10,4,1
2,3,16,10,2,4
2,3,46,10,2,1
2,3,12,10,5,0
2,3,16,10,1,1
2,3,30,10,2,2
2,3,52,10,2,0
1,2,6,10,2,6
1,2,6,10,2,4
2,2,5,10,11,2
2,2,6,10,2,2
2,2,21,10,2,6
2,3,3,10,2,1
2,3,24,10,2,6
2,3,41,10,2,1
2,3,8,10,2,1
1,2,39,10,2,2
2,2,14,10,2,4
4,3,45,10,2,1
2,3,34,10,2,1
2,3,20,10,2,1
2,3,20,10,2,6
2,3,20,10,2,6
1,2,36,10,2,0
1,2,22,10,1,1
2,3,12,10,2,1
24,1,57,10,5,1
1,2,60,10,4,6
2,3,21,10,4,1
2,3,25,10,2,1
2,2,35,10,6,1
1,2,22,10,2,4
2,3,24,10,2,1
2,3,60,10,2,2
1,2,39,10,2,1
2,3,14,10,2,1
2,3,24,10,4,1
2,3,7,10,6,2
2,3,16,10,2,1
2,3,30,10,2,2
2,2,30,10,2,4
2,3,14,10,2,1
1,1,3,10,2,1
4,3,59,10,4,1
1,2,41,10,2,1
9,3,21,10,4,1
6,3,37,10,1,1
2,2,43,10,2,1
1,2,36,10,2,6
9,2,43,10,2,4
1,1,6,10,4,1
2,3,46,10,4,1
2,3,12,10,8,1
4,3,45,10,2,1
2,2,22,10,1,1
2,3,19,10,2,1
2,3,33,10,2,0
2,3,57,10,5,1
2,2,26,10,4,1
5,3,20,10,3,1
2,3,8,10,2,0
2,2,22,10,1,1
7,3,39,10,2,1
2,2,41,10,2,1
1,2,35,10,4,0
2,3,10,10,2,0
7,3,18,10,3,1
2,3,25,10,2,1
4,3,6,10,2,0
2,3,14,10,2,1
2,3,3,10,2,2
2,3,10,10,4,1
4,3,5,10,2,1
2,3,16,10,2,2
2,2,29,10,2,4
4,3,45,10,2,1
2,2,24,10,2,1
2,3,12,10,4,1
2,2,43,10,2,1
5,3,37,10,1,1
2,3,7,10,5,0
2,3,20,10,2,1
1,2,30,10,2,1
2,2,46,10,5,1
2,3,19,10,2,1
8,3,60,10,2,1
2,3,25,10,2,2
4,3,8,10,2,0
47,2,52,10,2,1
2,3,35,10,4,1
1,1,39,10,2,0
2,3,16,10,4,1
2,3,33,10,2,2
8,3,60,10,2,1
6,3,36,10,2,0
4,2,36,10,4,1
2,3,12,10,4,0
2,3,24,10,1,1
9,2,47,10,2,1
2,2,35,10,4,1
1,3,29,10,6,1
2,2,4,10,2,1
2,2,7,10,8,1
173,3,10,10,6,1
1,2,41,10,2,0
2,3,20,10,2,0
2,3,16,10,2,0
2,2,52,10,2,4
2,2,22,10,2,1
2,2,30,10,2,1
2,2,52,10,2,4
5,3,40,10,1,1
2,3,11,10,2,0
2,3,28,10,4,1
2,3,52,10,2,1
2,3,1,10,5,2
2,3,21,10,2,1
1,2,42,10,1,0
2,3,34,10,5,1
2,3,35,10,2,0
2,3,12,10,4,1
2,3,24,10,2,1
2,2,1,10,4,6
2,3,24,10,2,1
2,2,53,10,2,0
2,3,13,10,2,6
2,3,50,10,2,0
2,3,26,10,4,1
2,3,4,10,1,0
2,3,10,10,6,1
2,3,54,10,2,1
2,3,60,10,4,1
2,3,30,10,2,2
2,2,42,10,2,4
7,3,40,10,3,1
2,3,25,10,2,0
1,3,33,10,2,2
6,3,45,10,2,4
2,3,13,10,2,1
8,3,60,10,4,1
2,3,2,10,6,1
2,2,12,10,4,1
2,2,36,10,4,1
2,3,54,10,2,1
7,3,17,10,4,1
2,3,20,10,2,1
2,3,7,10,5,0
1,2,22,10,4,0
2,3,28,10,1,1
4,3,5,10,2,0
7,3,4,10,2,1
2,2,42,10,3,1
2,3,19,10,2,0
2,3,25,10,2,1
2,3,41,10,2,0
2,3,15,10,2,4
1,1,18,10,3,1
2,3,16,10,2,0
2,3,15,10,1,1
4,3,26,10,5,0
5,3,37,10,2,0
1,1,18,10,3,1
2,3,3,10,2,1
1,1,18,10,2,1
2,3,1,10,5,0
2,2,52,10,1,1
2,3,5,10,2,4
31,3,6,10,2,4
9,2,53,10,2,0
2,3,12,10,6,1
2,3,15,10,1,1
4,3,45,10,2,0
2,3,28,10,1,1
9,2,52,10,2,4
2,3,55,10,2,4
2,3,29,10,1,0
121,3,21,10,2,0
1,2,19,10,4,1
2,2,30,10,2,2
2,3,18,10,4,1
2,3,3,10,2,1
8,3,5,10,2,1
2,2,30,10,2,3
2,3,10,10,5,0
9,3,26,10,4,6
2,3,54,10,2,2
2,3,24,10,5,1
2,3,7,10,1,1
1,2,41,10,2,1
9,2,4,10,2,0
4,2,42,10,2,0
2,3,20,10,2,0
9,3,25,10,2,1
2,3,46,10,5,0
6,3,6,10,1,1
2,3,20,10,2,6
2,3,34,10,6,1
7,3,18,10,1,0
9,2,53,10,4,1
2,3,19,10,2,1
2,3,12,10,2,1
9,3,16,10,8,0
1,3,22,10,2,1
4,3,52,10,4,1
2,3,33,10,2,0
1,2,35,10,1,1
1,3,30,10,6,1
2,3,24,10,1,1
2,3,14,7,2,4
9,3,26,10,4,1
2,2,47,10,4,1
4,2,59,10,4,1
1,1,36,10,8,1
1,2,53,10,2,0
2,3,31,10,1,0
6,3,40,10,1,1
2,3,37,10,2,1
2,3,13,10,2,4
2,3,24,10,2,0
2,3,19,10,2,1
2,3,8,10,2,6
2,3,32,10,4,1
2,3,38,10,2,2
1,2,6,10,4,1
2,2,46,10,2,1
6,3,34,10,2,1
2,3,21,10,1,0
2,3,16,10,2,4
2,3,8,10,2,1
2,2,6,10,4,1
5,3,6,10,2,4
2,2,40,10,6,1
2,2,13,10,4,1
15,1,46,10,2,4
218,2,53,10,2,4
1,2,6,10,4,1
2,3,55,10,3,1
2,2,47,10,1,1
6,3,37,10,2,0
5,3,40,10,2,1
4,3,6,10,2,1
15,3,16,10,2,2
11,3,40,10,4,1
213,2,30,10,1,5
2,3,30,10,1,1
2,2,28,10,4,1
189,2,5,10,2,4
2,3,33,10,2,2
2,3,16,10,5,1
2,3,30,10,1,1
2,2,28,10,2,1
7,3,35,10,1,1
1,1,52,10,2,1
2,3,55,10,3,1
5,3,17,10,2,1
2,2,47,10,2,4
2,3,26,10,4,1
1,1,22,10,2,0
2,3,12,10,2,1
2,2,29,10,2,1
4,3,6,10,4,1
2,2,47,10,4,1
2,2,26,10,2,4
2,3,16,10,2,1
2,3,35,10,5,2
2,3,57,10,5,1
2,3,37,10,2,1
7,3,40,10,1,0
2,3,42,10,1,0
2,3,49,10,2,1
2,3,20,10,2,0
2,2,29,10,2,1
2,2,16,10,4,1
2,3,7,10,4,2
1,3,26,10,4,1
2,3,42,10,1,0
2,3,13,10,5,0
2,3,22,7,4,1
2,2,33,10,2,1
1,1,25,10,2,1
2,3,50,10,2,1
1,1,36,10,8,0
2,3,60,10,2,2
2,3,19,10,2,0
30,2,62,10,1,5
2,3,24,10,2,4
15,3,26,10,2,1
2,2,15,10,4,1
2,2,1,10,2,0
2,3,28,10,5,1
2,3,4,10,2,1
2,2,15,10,2,4
2,3,49,10,2,1
1,2,8,10,2,2
2,2,20,10,2,6
2,3,12,10,4,1
2,2,49,10,2,6
6,3,34,10,2,4
2,3,23,10,2,1
2,2,35,10,5,6
9,3,26,10,4,1
2,3,18,10,4,1
2,3,3,10,2,1
2,3,29,10,2,1
2,3,27,10,2,1
2,3,16,10,2,0
5,3,47,10,2,4
30,2,22,10,5,0
2,3,9,10,2,1
2,2,43,10,2,6
2,3,25,10,2,1
2,2,30,10,2,4
2,3,21,10,2,1
2,2,30,10,2,4
1,2,30,10,2,4
2,2,36,10,4,1
4,3,59,10,4,1
2,3,24,10,2,1
2,3,53,10,2,0
2,3,33,10,2,2
2,3,46,10,1,1
2,3,28,10,6,1
2,2,47,10,4,0
2,3,23,10,2,4
1,3,57,10,6,1
2,2,7,10,4,2
2,2,42,10,2,1
2,3,46,10,1,1
2,3,9,10,8,1
2,3,35,10,6,2
2,3,12,10,8,1
30,2,22,10,5,0
2,3,29,10,2,1
2,3,20,10,2,0
4,3,49,10,4,1
49,3,23,10,2,1
2,3,19,10,2,0
7,3,4,10,2,2
2,3,27,10,2,1
1,3,4,10,4,1
2,2,41,10,2,1
2,3,26,10,2,1
2,3,26,10,2,1
2,3,43,10,4,1
31,3,42,10,2,4
2,3,16,10,2,1
2,3,21,10,2,0
90,2,52,10,2,1
2,2,41,10,2,4
2,3,18,10,2,2
2,2,15,10,1,1
9,2,4,10,2,6
2,3,25,10,2,1
2,3,29,10,2,1
2,2,15,10,1,1
2,2,30,10,2,2
2,3,50,10,2,2
2,3,21,10,2,2
2,2,12,10,6,0
2,3,7,10,5,1
4,3,5,10,2,1
2,3,24,10,2,1
5,3,47,10,2,0
1,1,29,10,3,1
2,3,38,10,1,1
2,2,53,10,2,1
2,3,27,10,2,2
2,2,30,10,2,2
2,3,20,10,2,1
4,3,4,10,2,1
2,3,26,10,4,1
5,3,42,10,1,1
2,3,38,10,2,4
2,2,41,10,2,1
2,3,16,10,2,0
3,3,26,10,2,1
9,2,29,10,2,0
6,3,18,10,1,0
2,3,12,10,2,4
2,3,23,10,8,1
2,3,9,10,1,1
2,2,28,10,2,1
5,3,45,10,1,1
2,3,19,10,2,1
2,3,33,10,2,1
2,2,22,10,4,1
2,3,25,10,2,1
2,3,29,10,1,1
6,3,1,10,1,1
2,2,47,10,4,1
2,3,23,10,2,4
1,2,12,10,4,1
2,3,16,10,2,1
2,3,24,10,2,1
1,2,29,10,4,1
5,3,17,10,2,6
1,2,31,10,2,4
2,2,23,10,2,2
13,1,35,10,4,1
2,2,46,10,2,1
2,3,7,10,8,2
2,3,29,6,2,0
2,3,10,10,2,1
2,3,20,10,2,4
2,3,20,10,2,4
2,3,9,10,4,1
2,2,27,10,2,2
1,1,15,10,2,2
2,3,28,10,2,1
2,3,3,10,6,1
7,3,4,10,2,1
2,3,41,10,3,1
2,3,24,10,2,1
1,3,9,6,2,0
2,2,45,10,5,1
2,3,28,10,1,5
2,3,34,10,2,1
2,2,5,10,2,2
2,2,6,10,4,6
2,2,52,10,2,4
2,3,18,10,2,1
2,3,19,10,2,1
2,3,10,6,2,6
2,3,47,10,2,1
2,2,53,10,2,2
2,3,25,10,2,1
2,3,26,10,1,6
2,3,20,10,2,1
6,3,6,10,4,2
1,2,9,10,9,1
2,2,33,10,2,1
2,2,8,10,2,2
2,2,52,10,2,2
1,2,29,10,2,1
2,3,26,10,2,1
2,3,3,10,2,0
1,2,45,10,2,0
2,3,35,10,2,0
1,1,15,10,2,1
27,3,22,10,2,1
2,2,4,10,2,1
2,3,47,10,8,1
2,3,24,10,2,1
2,3,18,10,2,0
2,3,16,10,2,0
2,3,41,10,2,1
2,3,10,10,8,1
2,2,41,10,2,6
4,3,31,10,2,1
2,3,26,10,4,1
1,2,23,10,2,0
1,2,29,10,2,1
7,3,34,10,2,2
2,3,19,10,2,1
2,2,59,10,2,0
1,2,54,10,2,2
3,3,26,10,2,0
29,1,15,10,2,1
2,3,25,10,2,1
7,3,45,10,1,1
4,3,29,10,2,0
2,2,47,10,11,0
9,2,28,10,2,1
9,2,41,10,2,6
2,2,8,10,4,1
1,2,31,10,2,4
2,3,60,10,8,1
2,3,15,10,2,1
2,2,27,10,2,1
5,3,16,10,2,0
1,1,15,10,2,0
2,3,35,10,2,0
4,3,20,10,2,0
6,3,34,10,4,1
7,3,4,10,2,1
27,3,3,10,2,0
9,2,29,10,2,0
1,1,28,6,8,1
2,3,10,10,2,0
3,3,60,10,4,1
2,2,45,10,8,1
9,2,28,10,2,1
2,2,53,10,5,2
1,3,26,10,4,1
2,2,30,10,2,1
2,2,41,10,2,1
2,2,28,10,2,1
2,1,15,10,2,1
2,3,19,10,1,0
2,3,46,10,6,1
5,3,34,10,2,1
2,2,35,10,2,0
4,3,31,10,2,0
2,2,27,10,2,6
2,2,9,10,5,0
2,3,15,10,6,1
4,3,52,10,2,1
2,2,23,10,2,1
3,3,26,10,2,0
4,3,5,10,2,0
2,3,47,10,2,1
1,1,18,10,1,1
1,3,22,10,2,0
2,3,4,10,3,1
9,2,54,10,4,1
9,2,26,10,4,1
2,2,35,10,2,4
2,3,25,10,2,0
2,3,27,10,5,1
9,2,29,10,2,0
2,3,47,10,2,1
4,2,59,10,4,1
2,3,41,10,1,0
2,3,9,10,4,1
1,2,57,10,2,1
1,1,52,10,2,4
2,2,15,10,2,4
2,3,41,10,2,4
2,3,53,8,1,1
2,3,35,10,4,1
2,3,34,10,2,1
2,3,20,10,2,1
2,3,22,10,4,1
2,2,39,10,2,1
1,3,10,10,2,0
3,3,4,10,2,4
2,3,26,10,2,0
2,2,28,10,2,2
2,3,16,10,2,0
2,3,13,10,4,1
1,2,42,10,2,1
1,2,58,10,2,1
28,1,15,10,2,2
2,2,1,10,2,6
2,3,47,10,2,1
2,2,29,10,2,1
1,1,19,10,3,1
1,2,35,10,2,0
1,1,24,10,2,1
1,2,36,10,4,1
1,2,42,10,2,4
2,3,12,10,6,0
1,2,22,10,4,1
1,2,19,10,2,4
2,3,34,10,4,1
2,3,22,6,4,1
24,1,9,10,5,0
2,3,24,10,2,4
2,3,21,10,2,0
2,3,33,10,2,1
2,3,52,10,5,1
2,3,35,10,5,1
28,1,15,10,2,1
2,2,39,10,4,1
0,2,29,10,2,4
2,3,7,5,2,6
1,2,41,10,2,1
2,3,28,10,4,1
1,1,15,10,2,1
2,3,21,10,2,1
2,3,24,10,2,1
