FacilityType,Risk_Clean,Zip_Clean,Month,InspectionType_Clean,Result_Clean
2,3,36,5,5,1
2,3,10,5,4,1
0,1,10,5,2,4
2,3,32,5,2,1
6,3,34,5,1,1
6,3,34,5,1,1
2,2,14,5,4,1
6,3,45,5,1,1
2,2,16,5,2,2
2,3,28,5,7,1
2,3,26,5,4,1
2,3,35,5,2,1
2,2,7,5,2,1
2,3,53,5,1,1
2,3,26,5,2,4
2,2,24,5,2,1
2,2,1,5,2,2
2,3,21,5,5,0
2,3,22,5,5,0
2,3,35,5,4,1
2,2,36,5,2,4
2,3,54,5,2,1
1,1,31,5,1,0
2,3,14,5,4,1
2,3,10,5,1,0
2,3,7,5,2,1
2,3,49,5,2,1
2,3,16,5,2,1
2,3,26,5,1,1
2,3,10,5,2,4
2,3,54,5,3,1
4,3,34,5,2,1
2,3,43,5,8,1
2,3,40,5,2,1
2,3,15,5,2,1
2,3,1,5,2,1
2,3,60,5,6,0
2,2,10,5,2,1
2,3,24,5,2,1
2,3,57,5,7,2
24,1,32,5,5,0
4,3,29,5,2,1
2,2,35,5,1,0
2,3,22,5,5,1
6,3,1,5,2,1
2,3,26,5,1,1
6,3,34,5,1,1
6,3,1,5,2,4
2,3,24,5,2,1
2,3,24,5,2,1
4,3,29,5,2,0
6,3,34,5,1,1
6,3,1,5,2,4
2,3,35,5,2,1
2,2,15,5,4,1
2,3,21,5,2,0
4,3,18,5,2,0
6,3,40,5,1,1
9,2,22,5,2,4
1,3,49,5,5,1
2,3,7,5,2,0
2,3,22,5,2,1
11,3,34,5,1,1
1,3,14,5,5,0
9,3,49,5,2,0
15,3,32,5,2,1
6,3,40,5,1,1
2,3,15,5,2,1
4,3,57,5,2,0
2,3,1,5,2,2
2,3,14,5,4,1
2,3,21,5,2,0
2,3,1,5,2,4
4,3,53,5,2,1
15,3,7,5,2,4
9,2,1,5,1,0
2,3,10,5,2,1
3,3,20,5,8,1
2,3,18,5,3,1
6,3,6,5,1,2
2,2,26,5,2,2
2,3,58,5,2,4
1,2,60,5,2,4
2,3,7,5,5,1
2,3,20,5,2,1
2,3,25,5,2,1
2,3,23,5,5,1
1,2,60,5,3,1
2,3,35,5,4,1
13,1,29,5,4,0
2,3,38,5,3,1
2,3,10,5,2,1
1,2,19,5,2,2
2,3,16,5,5,2
1,1,24,5,1,0
6,3,45,5,1,1
2,2,5,5,6,1
0,1,24,5,2,4
1,1,6,5,8,1
0,1,24,5,2,4
2,2,26,5,1,0
2,2,60,5,1,0
4,3,25,5,2,1
2,3,10,5,2,1
1,3,47,5,2,1
6,3,45,5,1,1
2,3,58,5,2,1
2,3,7,5,1,1
2,3,35,5,2,0
7,3,45,5,1,0
2,3,35,5,2,1
4,3,57,5,2,1
4,3,2,5,2,1
6,3,37,5,1,1
2,3,10,5,2,1
6,3,17,5,2,1
4,3,18,5,2,0
2,3,10,5,3,1
0,1,10,5,2,4
2,2,16,5,8,1
2,3,10,5,2,1
6,3,17,5,2,1
2,2,10,5,1,1
7,3,45,5,1,4
4,3,29,5,2,1
4,3,35,5,2,1
4,3,29,5,2,1
5,3,34,5,1,1
46,3,22,5,1,1
4,3,2,5,2,1
4,3,35,5,2,1
4,3,57,5,2,0
21,1,93,5,1,1
2,3,16,5,1,1
5,3,34,5,1,1
5,3,17,5,2,1
4,3,35,5,2,4
2,3,40,5,8,1
0,1,21,5,2,4
11,3,17,5,2,1
2,3,10,5,28,1
2,3,10,5,18,1
2,3,18,5,1,0
2,3,13,5,6,1
2,3,4,5,2,4
0,1,21,5,2,4
2,3,4,5,3,1
2,3,4,5,2,1
0,1,21,5,2,4
2,3,14,5,4,0
2,3,16,5,8,1
0,1,21,5,2,4
33,1,40,5,3,1
2,2,35,5,19,1
0,1,21,5,2,4
0,1,21,5,2,4
98,2,28,5,2,1
1,1,6,5,20,0
1,1,5,5,1,1
1,2,38,5,2,1
2,3,24,5,2,1
2,2,12,5,6,1
2,2,25,5,5,1
2,3,35,5,6,1
9,2,49,5,2,1
2,3,21,5,1,0
6,3,22,5,1,1
1,2,60,5,3,0
2,3,46,5,5,1
2,3,45,5,8,1
1,3,4,5,6,1
2,2,8,5,3,1
2,3,4,5,3,1
2,2,41,5,2,1
2,3,12,5,2,4
1,2,60,5,3,1
1,3,38,5,8,1
2,3,10,5,1,0
2,2,57,5,3,1
2,2,57,5,4,1
4,2,34,5,2,1
2,3,41,5,2,1
2,3,25,5,4,1
4,3,19,5,4,2
2,3,24,5,2,1
2,3,49,5,2,1
2,2,36,5,2,4
1,3,2,5,5,0
2,3,25,5,5,0
2,3,35,5,6,2
2,3,28,5,2,1
2,3,53,5,6,1
2,3,33,5,8,1
2,2,39,5,5,1
2,3,28,5,2,1
2,3,7,5,1,1
2,3,54,5,2,1
2,3,28,5,2,1
2,3,46,5,6,1
2,3,43,5,1,0
2,3,33,5,2,4
2,2,40,5,5,2
2,3,38,5,2,0
6,3,34,5,1,2
2,3,41,5,6,1
2,3,33,5,1,1
2,3,7,5,1,2
2,2,12,5,1,1
2,3,35,5,5,0
4,3,25,5,2,1
4,3,36,5,5,1
4,3,2,5,2,1
13,1,24,5,1,1
13,1,24,5,1,1
9,3,41,5,8,1
2,3,3,5,1,1
4,2,35,5,2,1
6,3,34,5,1,2
4,3,49,5,2,1
0,1,3,5,2,4
4,3,40,5,4,1
2,2,39,5,3,1
11,3,57,5,1,0
5,3,57,5,1,4
2,3,33,5,2,1
39,1,38,5,3,1
2,2,54,5,2,1
4,2,2,5,2,1
2,2,17,5,2,1
2,2,41,5,5,1
0,1,26,5,2,4
0,1,26,5,2,4
2,2,1,5,1,1
2,3,29,5,6,1
1,2,24,5,1,0
2,3,55,5,3,1
2,2,55,5,2,4
2,3,3,5,2,1
2,2,36,5,6,0
0,1,30,5,2,4
7,3,25,5,4,1
2,3,7,5,2,1
2,3,21,5,2,2
2,3,30,5,1,1
2,3,53,5,4,1
0,1,7,5,2,4
2,3,35,5,2,1
2,3,14,5,4,1
2,2,5,5,6,1
2,3,35,5,2,0
2,3,41,5,5,1
2,3,23,5,8,1
2,2,16,5,1,1
2,3,26,5,2,2
2,3,31,5,5,0
2,2,17,5,2,2
2,3,38,5,2,2
0,1,26,5,2,4
2,2,52,5,2,1
2,2,53,5,2,1
0,1,17,5,2,4
0,1,17,5,2,4
2,3,12,5,2,1
2,2,17,5,2,4
2,3,43,5,4,1
1,2,24,5,2,0
6,3,57,5,3,1
1,2,24,5,2,4
5,3,52,5,2,4
1,1,7,5,3,1
2,3,11,5,4,1
2,3,57,5,5,1
2,3,25,5,2,4
2,3,31,5,8,1
2,3,23,5,4,1
2,3,47,5,6,1
2,3,24,5,4,1
2,3,7,5,2,1
2,3,25,5,2,1
1,2,31,5,5,0
5,3,11,5,2,1
1,3,35,5,2,0
1,3,22,5,2,2
2,3,10,5,3,1
4,3,5,5,2,1
4,3,11,5,2,1
2,3,26,5,2,2
4,3,5,5,2,0
2,3,7,5,2,0
2,3,24,5,2,1
1,2,42,5,3,1
1,1,9,5,2,0
1,1,9,5,1,0
1,3,23,5,2,0
1,3,43,5,8,1
4,3,25,5,2,1
2,2,11,5,2,4
1,2,42,5,1,1
2,2,11,5,3,1
1,2,42,5,2,4
2,3,20,5,2,2
0,1,37,5,1,0
1,3,36,5,5,2
2,3,21,5,3,1
2,3,26,5,2,1
2,2,34,5,6,1
1,2,40,5,5,1
2,3,7,5,5,1
2,3,24,5,4,1
1,3,16,5,2,1
2,2,35,5,2,1
2,3,54,5,5,0
1,1,60,5,3,0
2,3,28,5,2,1
2,3,22,5,6,1
2,3,55,5,1,0
0,3,9,5,2,4
2,3,35,5,2,0
0,3,9,5,2,4
2,3,41,5,2,1
2,3,49,5,2,1
21,1,84,5,3,1
2,3,53,5,2,1
1,2,5,5,2,1
2,3,13,5,1,1
1,1,2,5,2,1
0,3,9,5,2,4
2,3,13,5,1,1
2,3,15,5,2,1
2,3,9,5,2,1
2,3,19,5,5,2
2,3,24,5,6,1
2,3,16,5,3,1
2,3,41,5,5,1
2,3,2,5,4,1
2,2,18,5,6,0
2,3,28,5,8,1
31,3,7,5,2,2
2,2,34,5,5,2
2,3,26,5,2,1
1,2,31,5,2,4
4,3,35,5,2,0
4,3,29,5,2,1
2,3,9,5,3,1
0,1,22,5,2,4
4,3,22,5,2,0
2,3,49,5,4,1
4,3,14,5,4,0
2,3,10,5,3,1
2,3,2,5,2,4
1,3,12,5,1,0
4,3,4,5,2,1
2,3,24,5,4,1
1,1,19,5,5,0
2,3,18,5,8,0
2,3,53,5,8,1
2,3,28,5,1,1
9,3,41,5,5,2
2,3,2,5,1,1
2,3,28,5,1,1
1,3,16,5,5,1
2,3,2,5,1,1
2,3,20,5,5,1
1,2,42,5,3,0
2,3,15,5,2,1
2,3,13,5,1,1
2,3,9,5,2,1
4,3,29,5,2,1
2,3,12,5,2,1
21,1,9,5,1,1
2,1,13,5,1,1
2,3,7,5,2,1
2,3,13,5,1,1
0,3,7,5,2,4
1,1,60,5,5,0
4,3,35,5,2,1
2,3,26,5,2,1
11,3,28,5,1,1
4,3,24,5,4,1
4,3,4,5,2,1
2,2,12,5,1,0
2,3,21,5,1,0
1,2,34,5,1,0
4,3,40,5,4,0
4,3,49,5,2,1
2,3,15,5,4,1
5,3,14,5,2,1
2,2,50,5,5,1
3,3,7,5,4,1
2,2,22,5,1,1
2,3,43,5,1,1
4,3,53,5,2,0
2,2,22,5,2,4
2,3,47,5,2,1
0,1,18,5,2,4
2,3,10,5,4,1
1,1,29,5,5,1
1,2,18,5,3,1
2,3,16,5,2,0
1,3,7,5,2,1
2,3,35,5,5,0
2,3,46,5,4,1
2,3,24,5,4,1
1,2,40,5,5,2
2,3,16,5,1,0
2,2,5,5,2,1
2,3,12,5,2,2
2,3,52,5,5,1
2,3,1,5,2,1
2,3,26,5,2,0
2,3,14,5,2,1
2,3,31,5,1,0
1,1,29,5,5,1
2,3,28,5,2,1
2,3,31,5,2,0
2,3,10,5,3,1
2,3,15,5,11,1
2,2,2,5,2,0
1,2,5,5,2,1
2,3,35,5,2,0
2,2,56,5,1,1
2,3,43,5,2,0
2,3,9,5,2,1
2,3,1,5,4,1
2,2,45,5,6,1
11,3,22,5,3,1
2,3,14,5,6,1
2,3,43,5,4,2
2,3,12,5,1,1
2,3,41,5,7,2
2,2,15,5,2,1
2,2,5,5,2,4
2,3,2,5,2,1
2,2,15,5,2,0
2,3,4,5,1,0
2,3,31,5,2,1
2,3,33,5,8,1
2,3,10,5,3,0
2,3,13,5,11,1
2,3,60,5,8,2
2,3,12,5,5,1
51,3,26,5,2,1
2,3,1,5,2,1
6,3,45,5,3,1
0,2,43,5,2,4
11,3,7,5,2,1
4,3,2,5,2,1
5,3,9,5,2,1
0,3,16,5,2,1
221,1,50,5,1,1
4,3,2,5,2,4
2,3,43,5,3,1
2,3,26,5,2,4
1,2,39,5,5,1
4,3,22,5,2,1
1,1,4,5,2,4
136,3,1,5,2,1
2,2,14,5,2,0
1,1,4,5,4,1
2,3,60,5,2,0
2,3,26,5,2,1
2,3,15,5,2,1
2,2,16,5,1,1
5,3,9,5,2,1
1,2,39,5,8,1
4,3,57,5,4,2
5,3,7,5,2,1
6,3,35,5,4,1
2,3,45,5,6,1
4,3,41,5,2,1
2,3,9,5,2,0
44,3,12,5,3,1
4,3,47,5,2,1
5,3,1,5,2,1
2,3,8,5,6,1
2,2,1,5,1,0
2,3,23,5,5,1
9,2,14,5,8,1
1,2,18,5,8,1
2,2,53,5,4,1
2,3,51,5,8,1
2,2,20,5,5,1
2,3,39,5,6,1
2,3,56,5,2,1
1,1,7,5,1,0
2,2,47,5,2,1
2,3,22,5,2,1
2,3,58,5,2,1
2,3,8,5,5,0
61,2,16,5,2,1
2,3,50,5,2,1
2,3,53,5,2,1
0,1,29,5,2,4
0,1,29,5,2,4
1,2,18,5,1,0
2,3,50,5,8,1
2,3,35,5,2,0
2,2,34,5,6,0
21,1,39,5,2,4
2,3,47,5,2,4
2,3,39,5,2,1
1,2,10,5,3,1
2,3,58,5,2,1
2,3,30,5,1,0
2,2,47,5,1,1
4,3,57,5,2,1
2,3,43,5,5,0
2,3,16,5,2,2
2,3,3,5,1,0
2,3,60,5,4,2
2,3,40,5,5,0
2,3,56,5,2,1
2,3,22,5,2,4
2,2,39,5,1,0
2,3,10,5,2,0
0,1,56,5,2,4
9,3,1,5,1,0
1,3,53,5,2,0
77,1,20,5,3,1
2,3,53,5,4,0
4,3,29,5,2,1
2,2,28,5,2,1
1,2,60,5,1,0
1,1,47,5,1,1
0,1,47,5,2,4
2,3,47,5,2,4
2,3,33,5,5,2
4,3,34,5,2,1
2,3,16,5,1,0
2,3,53,5,4,1
4,3,40,5,4,1
2,3,22,5,6,1
4,3,43,5,2,4
2,3,12,5,2,0
44,3,17,5,2,1
1,1,22,5,5,1
4,3,57,5,4,1
2,3,47,5,1,1
6,3,17,5,2,1
90,3,36,5,8,1
1,1,39,5,1,1
6,3,17,5,2,1
27,3,26,5,2,1
2,3,10,5,2,0
2,3,29,5,2,1
2,2,35,5,3,1
1,1,6,5,1,0
2,2,35,5,2,0
2,3,8,5,2,1
2,3,24,5,2,2
1,2,60,5,1,0
234,2,23,5,1,1
2,3,12,5,5,1
2,3,21,5,5,2
13,1,7,5,3,1
2,3,14,5,2,0
2,3,28,5,2,1
2,3,25,5,4,1
2,3,38,5,2,1
1,2,52,5,1,1
2,3,35,5,2,0
2,3,46,5,6,1
2,3,35,5,2,0
2,3,29,5,6,1
1,1,52,5,2,4
2,3,35,5,1,1
2,3,6,5,5,1
146,2,57,5,2,1
2,3,31,5,5,1
2,3,23,5,2,1
2,3,35,5,4,1
44,3,17,5,2,1
2,3,45,5,5,0
2,3,51,5,4,1
2,3,7,5,2,1
2,3,8,5,6,1
2,3,12,5,2,1
0,1,12,5,2,4
2,3,10,5,28,0
2,3,24,5,2,1
2,3,10,5,18,0
2,3,31,5,2,1
0,1,31,5,2,4
0,1,31,5,2,4
0,3,25,5,2,4
0,1,31,5,2,4
4,3,14,5,4,1
2,3,26,5,2,1
4,3,19,5,2,0
0,2,51,5,2,4
2,3,53,5,2,1
2,2,57,5,1,0
2,3,3,5,2,4
4,3,29,5,2,1
2,3,25,5,2,1
0,4,53,5,2,4
2,3,3,5,1,1
2,2,57,5,2,0
4,3,58,5,2,4
1,3,38,5,5,0
4,3,23,5,2,1
193,1,54,5,1,1
2,3,3,5,1,1
1,1,6,5,5,0
2,2,53,5,5,1
4,3,29,5,2,1
4,3,2,5,2,1
24,2,7,5,6,1
2,3,28,5,2,0
2,3,33,5,5,0
2,3,3,5,1,1
4,3,14,5,2,1
33,1,40,5,1,0
2,2,17,5,6,1
2,3,24,5,8,1
4,3,5,5,2,1
3,3,26,5,2,1
6,3,57,5,1,0
2,3,31,5,5,0
2,2,15,5,1,1
3,3,7,5,2,2
2,2,15,5,1,1
21,1,22,5,11,0
1,1,28,5,1,0
1,3,7,5,5,1
2,3,7,5,2,1
4,3,52,5,2,1
4,2,35,5,2,0
2,3,24,5,2,1
4,3,5,5,2,0
0,1,24,5,2,4
4,3,47,5,2,1
2,3,24,5,2,4
2,3,33,5,5,1
1,1,29,5,3,1
2,2,6,5,8,1
2,3,54,5,2,1
4,3,57,5,4,1
1,2,39,5,1,0
4,3,58,5,2,1
4,3,53,5,2,1
2,2,32,5,8,1
1,2,19,5,4,1
2,2,37,5,5,1
2,2,35,5,4,1
1,1,45,5,1,0
2,3,23,5,2,4
2,3,22,5,2,1
2,3,7,5,2,1
1,1,29,5,1,0
21,1,84,5,1,0
2,3,37,5,5,1
2,2,20,5,2,1
2,3,25,5,2,0
1,3,9,5,2,2
2,3,35,5,2,0
2,3,4,5,6,1
2,3,24,5,2,0
2,3,23,5,3,1
2,3,17,5,2,1
48,2,20,5,2,0
2,3,23,5,2,1
2,3,14,5,2,2
2,3,22,5,2,1
1,2,36,5,8,1
2,3,47,5,2,2
0,1,47,5,2,4
2,3,11,5,2,0
4,3,58,5,2,1
1,1,37,5,1,2
5,3,7,5,2,1
2,3,24,5,2,1
2,3,9,5,8,2
7,3,25,5,2,2
48,3,20,5,2,0
2,3,9,5,2,4
2,3,20,5,2,2
2,2,20,5,2,1
2,3,23,5,2,1
2,2,11,5,1,0
4,3,58,5,2,1
2,2,47,5,5,1
4,3,34,5,2,1
3,3,7,5,2,2
4,3,24,5,2,1
2,3,20,5,2,1
4,3,25,5,2,1
46,2,31,5,1,1
2,2,7,5,2,0
2,3,4,5,2,1
4,3,47,5,4,1
39,1,38,5,1,0
4,3,58,5,2,1
4,3,11,5,2,1
3,3,20,5,5,0
9,2,14,5,8,0
1,2,51,5,2,0
2,3,29,5,8,1
0,1,26,5,2,4
2,3,24,5,2,1
2,3,16,5,6,1
1,1,9,5,3,1
2,3,43,5,5,2
2,3,56,5,2,1
2,3,18,5,6,1
2,3,28,5,4,1
2,3,30,5,8,1
0,1,26,5,2,4
2,2,51,5,2,0
2,1,22,5,1,0
2,3,40,5,6,2
2,3,35,5,2,1
2,3,43,5,2,0
2,3,1,5,2,1
1,2,5,5,6,1
2,2,23,5,1,1
1,2,29,5,2,4
2,3,21,5,1,0
2,3,53,5,4,1
8,3,7,5,2,1
1,2,29,5,3,1
2,3,23,5,5,1
2,3,22,5,2,1
2,3,56,5,2,1
2,3,15,5,2,1
2,3,10,5,3,1
2,3,10,5,2,4
2,3,21,5,2,1
2,3,12,5,2,1
2,3,41,5,2,1
2,2,16,5,6,2
2,3,26,5,2,1
2,3,26,5,2,0
2,3,1,5,6,1
2,3,30,5,3,1
2,3,14,5,2,0
2,2,57,5,6,0
2,3,30,5,3,1
2,3,32,5,5,1
2,2,41,5,6,1
2,3,10,5,4,1
6,3,7,5,2,1
4,2,1,5,2,1
90,3,36,5,8,0
2,3,28,5,5,0
4,3,22,5,2,1
6,3,7,5,2,1
2,3,12,5,2,1
126,2,51,5,4,1
2,3,53,5,5,0
1,3,29,5,5,1
2,2,56,5,2,1
2,3,24,5,2,0
4,3,35,5,2,1
2,3,19,5,4,1
2,3,15,5,2,1
2,2,35,5,5,0
4,3,11,5,2,1
2,3,23,5,6,0
33,1,41,5,1,0
11,3,10,5,3,1
2,3,8,5,4,1
2,3,9,5,2,4
2,3,5,5,2,0
4,3,57,5,2,1
4,3,40,5,2,0
4,3,57,5,2,1
2,3,54,5,2,1
4,3,29,5,2,1
4,3,57,5,2,1
2,2,5,5,2,0
0,1,24,5,2,4
0,1,24,5,2,4
2,2,51,5,2,4
0,1,24,5,2,4
4,3,9,5,2,2
4,3,8,5,2,1
0,1,24,5,2,4
2,3,53,5,1,0
2,3,26,5,2,2
2,1,41,5,2,4
2,2,28,5,1,0
4,3,35,5,2,1
2,3,41,5,2,4
2,3,54,5,28,0
2,2,28,5,1,0
2,2,35,5,1,0
2,3,15,5,2,0
2,3,24,5,2,1
2,3,8,5,1,1
2,3,23,5,1,2
3,3,7,5,2,0
2,3,41,5,1,1
4,3,53,5,2,1
2,3,41,5,1,1
46,3,51,5,1,1
4,3,53,5,2,4
2,3,14,5,2,0
1,3,22,5,1,0
4,3,11,5,2,1
0,1,22,5,2,4
2,2,36,5,2,1
2,3,34,5,2,1
2,2,16,5,5,2
1,1,24,5,2,1
2,3,7,5,2,1
98,2,28,5,2,1
2,3,15,5,2,1
2,3,23,5,2,0
2,3,35,5,2,0
2,3,26,5,5,1
2,2,45,5,5,0
2,3,57,5,5,1
4,3,51,5,2,0
2,2,51,5,2,1
1,2,22,5,6,1
2,3,31,5,2,1
2,2,31,5,2,4
2,3,29,5,6,1
2,3,28,5,2,2
1,1,15,5,1,1
2,3,13,5,2,1
2,3,1,5,2,0
2,3,34,5,5,2
2,3,12,5,2,1
0,1,1,5,2,4
2,3,24,5,1,1
2,3,2,5,2,0
1,3,38,5,20,1
2,3,53,5,2,0
2,3,4,5,4,1
4,3,20,5,5,0
2,2,43,5,1,0
2,2,36,5,6,1
2,3,20,5,3,1
2,3,15,5,2,1
2,3,3,5,7,2
2,3,12,5,5,1
2,2,35,5,1,0
2,3,31,5,5,0
1,2,52,5,6,1
2,3,31,5,2,4
4,3,47,5,4,1
1,1,52,5,2,4
2,3,22,5,4,1
0,1,1,5,2,4
5,3,57,5,3,1
4,3,4,5,2,1
4,3,51,5,2,1
2,3,26,5,2,1
27,3,23,5,2,1
2,3,7,5,2,1
1,1,34,5,3,1
2,2,1,5,2,4
4,3,1,5,2,1
2,3,8,5,4,1
1,1,34,5,4,1
2,2,36,5,21,0
2,3,53,5,4,0
2,3,28,5,6,2
221,1,42,5,3,1
31,3,35,5,2,1
4,3,24,5,2,0
1,3,26,5,2,1
4,3,47,5,4,1
6,3,35,5,2,0
4,3,1,5,2,1
1,2,37,5,4,1
2,3,45,5,5,0
2,3,21,5,4,1
0,1,51,5,2,4
4,3,57,5,2,0
4,3,52,5,5,1
2,3,56,5,2,2
4,3,14,5,2,0
3,3,7,5,2,1
4,3,38,5,2,1
1,1,37,5,1,1
2,3,42,5,2,1
4,3,4,5,2,1
2,3,12,5,2,1
4,3,47,5,2,1
4,3,53,5,2,1
50,3,1,5,2,1
2,3,7,5,2,1
2,3,20,5,2,2
0,1,7,5,2,4
0,1,7,5,2,4
2,3,8,5,2,1
2,2,1,5,4,1
2,3,14,5,2,1
2,3,1,5,1,1
2,3,16,5,8,1
2,3,1,5,5,1
46,3,37,5,4,1
2,3,8,5,2,1
90,3,36,5,11,0
2,3,50,5,2,1
2,3,14,5,2,2
61,3,16,5,2,1
2,3,42,5,4,1
2,3,51,5,2,0
65,3,20,5,2,2
2,3,42,5,4,1
2,3,33,5,4,1
2,3,43,5,2,0
2,2,22,5,4,1
0,2,42,5,2,4
46,3,57,5,8,1
2,3,50,5,2,1
2,3,42,5,2,1
2,3,1,5,32,0
2,3,35,5,6,1
2,3,51,5,5,0
9,3,16,5,4,1
2,3,60,5,2,0
4,3,34,5,2,1
2,3,24,5,2,0
27,3,5,5,2,1
0,1,42,5,2,4
0,1,42,5,2,4
2,3,50,5,2,2
2,3,20,5,1,0
2,2,42,5,2,4
2,3,42,5,2,4
2,3,42,5,2,4
2,3,42,5,2,4
2,3,43,5,4,1
2,3,20,5,2,2
2,3,41,5,5,0
4,3,57,5,2,1
2,3,13,5,2,1
7,3,24,5,2,1
4,3,26,5,2,1
2,3,35,5,3,1
2,3,7,5,2,1
1,1,2,5,2,2
1,1,51,5,4,1
4,3,1,5,2,1
2,3,33,5,4,1
4,2,25,5,2,1
1,1,4,5,1,0
4,3,1,5,2,1
2,3,21,5,1,1
4,3,51,5,4,1
2,3,20,5,2,1
1,1,4,5,2,0
2,2,41,5,2,1
0,1,4,5,2,4
2,3,10,5,28,1
2,3,10,5,4,1
2,3,60,5,5,0
354,1,35,5,4,1
2,3,8,5,2,1
0,1,12,5,2,4
0,1,12,5,2,4
2,3,16,5,1,1
2,3,12,5,2,4
2,3,26,5,1,1
2,2,13,5,2,1
2,3,47,5,2,4
2,2,32,5,5,0
2,3,7,5,2,1
0,1,60,5,2,4
2,3,47,5,7,1
2,3,26,5,2,4
2,3,25,5,2,0
2,3,7,5,4,1
2,3,12,5,2,4
2,3,5,5,2,1
142,1,7,5,4,1
2,3,47,5,2,1
2,3,14,5,2,2
5,3,42,5,5,0
2,3,50,5,2,1
2,3,13,5,6,1
2,3,17,5,6,1
2,3,16,5,3,1
2,3,12,5,1,1
2,3,52,5,5,1
2,3,22,5,8,1
2,3,24,5,5,0
4,2,34,5,2,1
4,3,43,5,2,0
2,3,16,5,3,1
2,3,12,5,2,4
2,3,30,5,2,1
4,3,34,5,2,1
4,3,43,5,4,1
2,3,7,5,2,0
2,2,16,5,4,1
2,3,14,5,2,1
2,3,49,5,2,0
2,3,21,5,1,1
2,3,10,5,2,4
2,3,10,5,2,4
2,3,10,5,1,1
2,3,50,5,5,0
6,3,45,5,1,0
39,1,60,5,3,1
2,3,39,5,1,1
1,2,36,5,2,4
4,3,43,5,2,1
2,3,25,5,4,1
4,3,57,5,2,0
15,3,17,5,2,1
2,3,9,5,1,0
2,3,21,5,2,2
2,2,7,5,1,0
1,1,12,5,1,1
2,3,60,5,8,1
2,1,13,5,1,1
2,3,24,5,4,1
4,3,26,5,2,1
2,3,53,5,2,0
4,2,35,5,4,1
2,3,53,5,2,4
2,3,13,5,1,1
46,2,40,5,1,1
2,3,13,5,2,4
1,2,60,5,2,4
1,1,30,5,1,1
57,3,20,5,3,1
1,2,12,5,2,4
2,3,10,5,1,2
1,2,60,5,3,1
5,3,20,5,3,1
2,3,10,5,1,2
4,3,25,5,2,1
2,2,6,5,5,0
5,3,60,5,4,1
4,3,58,5,2,1
1,1,2,5,11,0
1,1,30,5,1,1
2,2,41,5,5,2
4,3,14,5,2,1
4,3,26,5,2,1
4,3,58,5,2,3
1,1,35,5,3,1
4,3,40,5,2,1
2,3,53,5,1,1
2,3,21,5,1,1
2,3,10,5,2,2
4,3,24,5,2,1
1,2,39,5,5,0
1,1,9,5,1,0
2,3,53,5,1,1
1,2,36,5,3,1
1,1,12,5,1,1
2,2,56,5,1,0
2,3,22,5,5,1
2,2,53,5,2,4
4,3,49,5,2,1
5,3,57,5,3,0
2,2,35,5,3,1
0,3,22,5,2,4
4,3,60,5,4,1
2,3,22,5,2,4
2,2,53,5,4,1
0,1,49,5,2,4
1,1,18,5,3,1
4,3,1,5,2,1
2,2,41,5,2,1
2,3,30,5,2,2
2,3,24,5,1,0
2,3,37,5,5,1
2,3,24,5,2,4
0,1,24,5,2,4
4,3,40,5,4,1
27,3,40,5,4,1
90,3,36,5,5,0
0,1,51,5,2,4
2,3,13,5,2,1
2,3,4,5,6,1
2,3,7,5,6,1
21,1,84,5,1,0
4,3,40,5,4,1
2,3,53,5,5,1
2,3,17,5,2,1
0,3,51,5,2,4
27,3,40,5,4,1
2,3,13,5,5,1
1,1,51,5,2,4
1,1,21,5,4,1
2,3,12,5,2,1
2,3,14,5,5,1
2,3,27,5,2,1
2,3,2,5,6,1
2,3,12,5,4,1
2,3,28,5,7,1
2,2,57,5,2,1
2,3,2,5,5,0
0,1,14,5,2,4
2,2,37,5,5,1
2,3,17,5,3,1
2,3,7,5,2,1
2,3,15,5,2,1
2,3,9,5,7,1
2,3,51,5,2,0
2,3,26,5,2,2
13,1,30,5,6,1
2,3,21,5,4,1
77,1,20,5,3,0
4,3,24,5,2,1
2,3,15,5,2,1
39,1,31,5,3,1
2,3,58,5,2,1
46,2,94,5,1,1
2,2,2,5,5,1
2,3,53,5,2,2
9,2,27,5,2,1
2,2,34,5,5,1
2,2,13,5,2,1
4,3,26,5,2,1
1,2,18,5,4,2
2,3,7,5,4,1
4,3,57,5,2,1
2,3,21,5,4,1
2,2,58,5,2,4
2,2,2,5,2,4
2,3,16,5,5,0
0,3,51,5,2,4
4,3,57,5,2,0
2,3,58,5,5,1
4,3,24,5,2,2
2,3,14,5,2,1
1,3,45,5,5,2
2,3,10,5,1,0
2,2,2,5,6,1
1,3,4,5,4,1
4,3,27,5,2,1
2,3,34,5,1,1
4,3,26,5,2,1
4,3,11,5,2,1
2,3,18,5,5,0
4,2,51,5,4,1
2,3,51,5,4,2
2,3,9,5,5,0
2,3,15,5,7,1
2,3,46,5,2,0
2,2,53,5,5,1
4,3,4,5,2,1
2,2,14,5,3,1
2,2,2,5,2,1
4,3,17,5,2,1
4,3,11,5,2,1
2,3,60,5,2,4
2,3,60,5,3,1
2,3,53,5,1,0
2,3,29,5,2,1
2,3,53,5,1,0
2,3,20,5,6,1
2,3,60,5,2,4
11,3,51,5,8,1
1,2,14,5,1,1
2,3,60,5,3,1
0,1,26,5,2,4
2,3,35,5,1,0
0,1,26,5,2,4
2,3,30,5,5,1
2,3,9,5,4,1
0,1,26,5,2,4
13,1,2,5,3,1
